<PRECO_ANT>
5239.5
5391.5
5418.5
5472.0
5509.0
5562.0
5659.5
5616.0
5646.5
5690.5
5580.0
5595.5
5615.0
5604.5
5542.0
5565.5
5597.0
5616.0
5647.5
5609.5
5610.0
5601.0
5621.5
5624.5
5709.5
5749.0
5763.0
5761.0
5656.5
5529.5
5370.0
5418.5
5463.0
5461.5
5421.0
5365.0
5308.0
5381.5
5442.0
5374.5
5322.0
5337.0
5348.0
5335.0
5208.5
5159.0
5099.5
5120.0
5172.5
5027.5
5070.5
5117.5
5084.5
5083.0
5057.5
5102.0
5118.5
5159.5
5220.0
5238.0
5214.0
5202.5
5302.5
5295.0
5322.0
5421.0
5422.5
5489.0
5329.5
5303.0
5199.0
5294.5
5302.0
5362.5
5294.0
5353.0
5356.0
5415.0
5442.0
5465.5
5435.5
5371.5
5356.5
5430.0
5375.0
5371.0
5391.0
5370.5
5373.0
5414.0
5431.5
5383.0
5467.0
5442.5
5405.0
5610.0
5647.5
5686.0
5622.0
5675.0
5697.0
5882.5
5808.0
5678.5
5542.5
5621.0
5628.0
5586.0
5565.0
5492.0
5514.0
5527.5
5757.0
5641.0
5718.5
5625.5
5578.5
5697.0
5723.0
5591.5
5549.0
5572.5
5448.0
5477.5
5339.5
5452.5
5453.5
5459.5
5365.5
5234.0
5231.5
5314.5
5280.0
5283.5
5267.0
5318.0
5320.5
5333.5
5314.5
5238.0
5227.0
5232.5
5164.5
5088.5
5060.0
5068.0
5047.5
5066.5
5129.0
5051.0
5063.0
5095.5
4961.0
4936.5
4929.0
4956.5
4987.0
5061.5
5106.5
5212.5
5246.5
5272.0
5183.0
5174.0
5082.0
5123.0
5123.0
5258.0
5228.5
5208.5
5205.0
5180.0
5120.5
5080.0
5234.0
5219.0
5188.5
5269.0
5205.0
5242.5
5267.0
5262.0
5271.0
5307.0
5399.5
5421.5
5383.5
5387.0
5256.5
5218.0
5267.0
5206.0
5185.0
5207.5
5202.0
5217.0
5189.0
5335.0
5226.5
5268.0
5233.5
5263.0
5241.5
5297.5
5336.0
5277.5
5298.5
5311.5
5343.0
5395.5
5431.0
5412.5
5467.5
5387.0
5481.0
5501.0
5512.5
5538.5
5529.5
5554.5
5530.5
5527.5
5524.0
5606.5
5667.0
5545.0
5646.5
5665.0
5714.5
5582.5
5631.0
5565.5
5499.5
5510.5
5413.5
5477.0
5518.0
5572.0
5624.0
5593.0
5632.5
5679.0
5685.5
5724.0
5651.0
5598.5
5638.5
5704.5
5703.5
5709.0
5757.5
5757.0
5628.0
5631.0
5703.0
5727.0
5666.0
5690.5
5597.5
5560.0
5532.5
5584.0
5454.0
5430.5
5469.5
5497.0
5451.5
5411.5
5370.5
5345.0
5296.0
5318.0
5359.0
5289.0
5284.0
5263.0
5268.5
5227.5
5151.5
5183.0
5146.5
5112.5
5066.0
5012.0
5125.0
5214.5
5144.5
5075.0
5099.5
5152.0
5093.0
5044.5
5043.0
5104.5
5151.0
5187.0
5060.5
4926.0
4838.5
4772.0
4774.0
4781.0
4750.5
4782.5
4723.5
4715.0
4698.0
4717.5
4670.0
4682.0
4634.0
4805.0
4887.0
5005.0
4969.5
4942.0
5018.0
5132.5
5002.5
4963.5
5070.5
5116.0
5197.0
5166.5
5170.5
5162.0
5088.5
5084.0
4958.5
4986.0
4950.5
4893.0
4827.5
4830.0
4832.0
4774.0
4732.0
4755.0
4859.5
4839.5
4812.0
5017.5
5143.5
5077.5
5208.0
5143.0
5253.5
5247.5
5274.0
5187.0
5298.5
5373.0
5372.0
5428.0
5463.5
5375.5
5287.5
5466.0
5419.0
5445.5
5431.5
5457.5
5430.0
5486.0
5510.0
5509.0
5364.5
5358.0
5247.5
5186.5
5221.0
5234.5
5323.0
5251.0
5202.0
5149.0
5158.0
5125.5
5188.0
5099.5
5122.0
5172.5
5186.0
5187.0
5172.5
5123.5
5070.5
5032.0
5126.5
5227.5
5282.0
5205.0
5191.0
5283.0
5248.0
5177.0
5120.0
5187.5
5272.0
5188.0
5182.0
5126.5
5269.0
5399.5
5385.0
5379.0
5399.5
5447.0
5205.0
5207.5
5249.0
5226.5
5316.0
5281.0
5340.5
5299.5
5252.5
5282.0
5227.5
5173.5
5307.5
5321.5
5339.0
5301.5
5214.0
5170.0
5142.0
5184.5
5171.5
5204.0
5369.5
5366.0
5425.0
5442.0
5388.0
5332.5
5365.0
5375.0
5414.0
5367.5
5270.5
5215.0
5247.0
5312.0
